name,year,population
Holy See,1955,"2,001,574"
Holy See,2017,"2,920,848"
Holy See,2016,"2,906,236"
Holy See,2019,"2,957,731"
Holy See,2018,"2,951,745"
Holy See,2017,"2,944,791"
Holy See,2016,"2,936,143"
Holy See,1985,"827,108"
Holy See,1980,"726,328"
Holy See,1975,"647,536"
Holy See,1970,"589,314"
Holy See,2020,"3,280,819"
Holy See,2020,"3,278,290"
Holy See,2019,"3,225,167"
Holy See,2018,"3,170,216"
Holy See,2020,"3,473,730"
Holy See,2019,"3,461,734"
Holy See,2018,"3,449,285"
Holy See,2017,"3,436,641"
Holy See,1990,"3,403,154"
Holy See,1985,"3,263,179"
Holy See,1980,"3,090,691"
Holy See,1975,"2,844,927"
Holy See,1970,"2,631,707"
Holy See,2020,"3,546,421"
Holy See,2019,"3,497,117"
Holy See,2018,"3,452,786"
Holy See,1970,"817,469"
Holy See,1965,"716,584"
Holy See,1960,"634,142"
Holy See,2020,"3,989,167"
Holy See,2019,"3,996,765"
Holy See,2018,"4,002,942"
Holy See,2017,"4,008,716"
Holy See,2000,"1,643,334"
Holy See,1995,"1,469,174"
Holy See,1990,"1,286,756"
Holy See,1985,"1,069,582"
Holy See,1980,"897,868"
Holy See,1975,"741,355"
Holy See,2000,"3,129,243"
Holy See,1995,"3,112,936"
Holy See,1990,"3,286,073"
Holy See,1985,"2,969,672"
Holy See,1980,"2,682,690"
Holy See,1975,"2,411,732"
Holy See,1970,"2,150,707"
Holy See,2000,"592,468"
Holy See,1995,"513,442"
Holy See,1990,"476,278"
Holy See,1985,"370,890"
Holy See,1980,"223,632"
Holy See,1975,"164,320"
Holy See,1990,"3,696,035"
Holy See,1985,"3,562,397"
Holy See,1965,"187,431"
Holy See,2015,"2,891,021"
Holy See,2010,"2,810,460"
Holy See,2005,"2,740,003"
Holy See,2000,"2,654,701"
Holy See,2015,"2,925,553"
Holy See,2010,"2,877,319"
Holy See,2005,"2,981,269"
Holy See,2000,"3,069,591"
Holy See,1995,"3,217,348"
Holy See,1965,"533,361"
Holy See,2019,"3,301,000"
Holy See,2018,"3,323,925"
Holy See,2017,"3,351,525"
Holy See,2017,"3,113,786"
Holy See,2016,"3,056,364"
Holy See,2015,"2,998,439"
Holy See,2010,"2,719,896"
Holy See,2005,"2,526,424"
Holy See,2016,"3,424,129"
Holy See,2015,"3,412,009"
Holy See,2010,"3,359,275"
Holy See,2005,"3,321,803"
Holy See,2000,"3,319,736"
Holy See,1995,"3,224,281"
Holy See,1965,"2,507,537"
Holy See,1960,"2,294,982"
Holy See,1955,"2,195,516"
Holy See,2020,"2,416,668"
Holy See,2019,"2,347,706"
Holy See,2017,"3,412,893"
Holy See,2016,"3,376,557"
Holy See,2015,"3,342,818"
Holy See,2010,"3,170,435"
Holy See,2005,"2,826,659"
Holy See,2000,"2,292,416"
Holy See,2020,"4,105,267"
Holy See,2019,"4,130,304"
Holy See,2018,"4,156,405"
Holy See,1955,"567,847"
Holy See,2016,"4,015,450"
Holy See,2015,"4,024,183"
Holy See,2010,"4,099,099"
Holy See,2005,"4,210,168"
Holy See,2000,"4,362,187"
Holy See,1995,"4,976,260"
Holy See,1990,"5,410,399"
Holy See,1970,"627,715"
Holy See,1965,"559,994"
Holy See,1960,"502,745"
Holy See,1955,"463,359"
Holy See,1965,"1,896,171"
Holy See,1960,"1,636,090"
Holy See,1955,"1,419,994"
Holy See,1970,"109,514"
Holy See,1965,"73,633"
Holy See,1960,"47,384"
Holy See,1980,"3,430,760"
Holy See,1975,"3,298,879"
Holy See,1970,"3,136,586"
Holy See,1965,"2,966,165"
Holy See,1960,"2,769,876"
Holy See,1955,"2,628,751"
Holy See,1960,"162,427"
Holy See,1955,"133,585"
Holy See,1995,"2,533,711"
Holy See,1990,"2,419,906"
Holy See,1985,"2,335,510"
Holy See,1980,"2,162,846"
Holy See,1975,"2,028,016"
Holy See,1970,"1,875,642"
Holy See,1990,"3,538,171"
Holy See,1985,"3,335,940"
Holy See,1980,"3,099,754"
Holy See,1960,"500,928"
Holy See,1955,"484,313"
Holy See,2016,"3,386,266"
Holy See,2015,"3,429,361"
Holy See,2000,"2,397,418"
Holy See,1995,"2,298,020"
Holy See,1990,"2,184,145"
Holy See,1985,"1,921,881"
Holy See,1980,"1,689,622"
Holy See,1975,"1,479,651"
Holy See,1990,"3,109,601"
Holy See,1985,"3,011,519"
Holy See,1980,"2,915,389"
Holy See,1975,"2,830,176"
Holy See,1970,"2,809,793"
Holy See,1965,"2,694,536"
Holy See,1960,"2,538,643"
Holy See,2018,"2,280,094"
Holy See,2017,"2,213,889"
Holy See,2016,"2,149,136"
Holy See,2015,"2,085,860"
Holy See,2010,"1,793,196"
Holy See,2005,"1,543,741"
Holy See,1995,"2,204,222"
Holy See,1990,"2,258,653"
Holy See,1985,"2,003,937"
Holy See,1980,"1,733,416"
Holy See,1975,"1,505,439"
Holy See,2017,"4,182,857"
Holy See,2016,"4,208,602"
Holy See,2015,"4,232,874"
Holy See,2010,"4,328,165"
Holy See,1985,"5,211,454"
Holy See,1980,"5,017,833"
Holy See,1975,"4,873,639"
Holy See,1970,"4,713,342"
Holy See,1965,"4,371,527"
Holy See,1955,"35,866"
Holy See,2020,"4,033,963"
Holy See,2019,"4,043,263"
Holy See,2020,"4,270,571"
Holy See,2019,"4,207,083"
Holy See,2018,"4,137,312"
Holy See,2020,"4,314,767"
Holy See,2019,"4,246,439"
Holy See,2018,"4,176,869"
Holy See,2017,"4,106,769"
Holy See,2020,"4,649,658"
Holy See,2019,"4,525,696"
Holy See,2018,"4,403,313"
Holy See,2017,"4,282,570"
Holy See,2016,"4,163,533"
Holy See,2020,"4,822,233"
Holy See,2019,"4,783,063"
Holy See,2018,"4,743,131"
Holy See,2017,"4,702,034"
Holy See,2016,"4,659,265"
Holy See,2015,"4,614,532"
Holy See,1965,"1,756,511"
Holy See,1960,"1,628,520"
Holy See,1975,"2,832,759"
Holy See,1970,"2,525,068"
Holy See,1965,"2,211,319"
Holy See,2020,"4,829,767"
Holy See,2010,"3,705,472"
Holy See,2005,"3,765,331"
Holy See,2000,"3,751,176"
Holy See,1995,"3,829,050"
Holy See,1990,"4,463,423"
Holy See,1985,"4,392,131"
Holy See,1980,"4,179,855"
Holy See,1970,"1,278,825"
Holy See,1965,"1,107,124"
Holy See,1960,"955,505"
Holy See,1955,"855,103"
Holy See,1955,"2,372,559"
Holy See,2000,"1,317,703"
Holy See,1995,"1,128,575"
Holy See,1990,"955,593"
Holy See,1985,"755,787"
Holy See,1980,"637,246"
Holy See,1975,"539,979"
Holy See,1970,"464,410"
Holy See,1970,"1,310,945"
Holy See,1965,"1,148,189"
Holy See,1960,"1,007,590"
Holy See,1955,"899,752"
Holy See,2005,"4,378,058"
Holy See,2000,"4,428,075"
Holy See,1960,"4,007,723"
Holy See,1955,"3,713,133"
Holy See,2018,"4,051,944"
Holy See,2017,"4,059,684"
Holy See,2016,"4,066,009"
Holy See,2015,"4,070,700"
Holy See,2017,"4,056,099"
Holy See,2016,"3,956,875"
Holy See,2015,"3,835,591"
Holy See,2010,"2,991,884"
Holy See,2016,"4,037,078"
Holy See,2015,"3,968,487"
Holy See,2010,"3,642,687"
Holy See,2005,"3,330,217"
Holy See,2000,"3,030,328"
Holy See,2015,"4,046,301"
Holy See,2010,"3,494,195"
Holy See,2005,"3,024,194"
Holy See,2000,"2,630,219"
Holy See,1995,"2,313,630"
Holy See,1990,"2,034,346"
Holy See,1985,"1,780,030"
Holy See,2010,"4,370,062"
Holy See,2005,"4,135,355"
Holy See,1955,"1,540,956"
Holy See,1960,"1,874,121"
Holy See,1955,"1,563,507"
Holy See,2019,"4,745,185"
Holy See,2018,"4,666,368"
Holy See,2017,"4,596,023"
Holy See,2016,"4,537,686"
Holy See,2015,"4,493,170"
Holy See,2010,"4,386,768"
Holy See,1975,"3,985,105"
Holy See,1970,"3,760,529"
Holy See,1965,"3,535,643"
Holy See,1960,"3,225,668"
Holy See,1955,"2,936,309"
Holy See,2020,"4,937,786"
Holy See,2020,"5,057,681"
Holy See,1965,"405,259"
Holy See,1960,"365,047"
Holy See,1955,"329,661"
Holy See,1995,"4,616,766"
Holy See,1990,"4,776,374"
Holy See,1985,"4,716,117"
Holy See,1980,"4,598,130"
Holy See,1975,"4,500,867"
Holy See,2010,"4,086,081"
Holy See,2005,"4,159,293"
Holy See,2000,"4,202,658"
Holy See,2005,"2,270,198"
Holy See,2000,"2,045,123"
Holy See,1995,"1,605,901"
Holy See,1990,"2,095,344"
Holy See,1995,"2,739,668"
Holy See,1990,"2,470,947"
Holy See,1985,"2,219,201"
Holy See,1980,"1,978,487"
Holy See,1975,"1,745,138"
Holy See,1980,"1,540,640"
Holy See,1975,"1,330,598"
Holy See,1970,"1,146,780"
Holy See,1965,"985,910"
Holy See,1960,"850,384"
Holy See,1955,"738,299"
Holy See,2000,"3,858,999"
Holy See,1995,"3,674,936"
Holy See,1990,"3,398,172"
Holy See,1985,"3,268,236"
Holy See,1980,"3,146,619"
Holy See,1975,"3,082,633"
Holy See,2005,"4,038,382"
Holy See,2000,"3,640,427"
Holy See,1995,"3,222,656"
Holy See,2019,"4,882,495"
Holy See,2018,"4,818,690"
Holy See,2017,"4,753,279"
Holy See,2016,"4,695,779"
Holy See,2015,"4,652,425"
Holy See,2010,"4,554,321"
Holy See,2019,"4,937,374"
Holy See,2018,"4,818,973"
Holy See,1970,"4,423,073"
Holy See,1965,"4,328,923"
Holy See,1960,"4,192,635"
Holy See,1955,"4,030,415"
Holy See,1995,"4,340,597"
Holy See,1990,"4,365,564"
Holy See,1985,"4,216,249"
Holy See,1980,"4,011,076"
Holy See,1975,"3,840,045"
Holy See,1970,"3,595,555"
Holy See,1985,"1,735,274"
Holy See,1980,"1,368,677"
Holy See,1975,"1,021,720"
Holy See,1970,"744,450"
Holy See,1965,"472,037"
Holy See,1960,"269,029"
Holy See,1955,"181,888"
Holy See,1970,"1,519,285"
Holy See,1965,"1,314,677"
Holy See,1960,"1,132,997"
Holy See,1955,"981,080"
Holy See,1970,"2,818,387"
Holy See,1965,"2,626,645"
Holy See,1960,"2,372,594"
Holy See,1955,"2,136,391"
Holy See,1990,"2,806,734"
Holy See,1985,"2,542,169"
Holy See,1980,"2,199,356"
Holy See,1975,"1,958,367"
Holy See,2020,"5,101,414"
Holy See,2019,"4,981,420"
Holy See,2018,"4,862,979"
Holy See,2017,"4,747,227"
Holy See,2020,"5,106,626"
Holy See,2019,"4,974,986"
Holy See,2018,"4,829,473"
Holy See,2017,"4,665,928"
Holy See,2020,"5,421,241"
Holy See,2019,"5,378,857"
Holy See,2018,"5,337,962"
Holy See,2017,"5,296,326"
Holy See,2016,"5,250,949"
Holy See,2020,"5,459,642"
Holy See,2019,"5,457,013"
Holy See,2018,"5,453,014"
Holy See,2005,"4,141,223"
Holy See,2000,"3,783,103"
Holy See,1995,"3,592,186"
Holy See,1990,"3,510,885"
Holy See,1985,"3,510,979"
Holy See,1980,"3,384,756"
Holy See,1975,"3,137,176"
Holy See,2020,"5,518,087"
Holy See,2019,"5,380,508"
Holy See,2018,"5,244,359"
Holy See,2017,"4,702,226"
Holy See,2016,"4,586,787"
Holy See,2015,"4,472,230"
Holy See,1965,"3,336,592"
Holy See,1960,"3,004,452"
Holy See,1955,"2,627,012"
Holy See,1970,"1,811,144"
Holy See,1965,"1,639,706"
Holy See,1960,"1,501,668"
Holy See,1955,"1,401,341"
Holy See,2016,"4,635,654"
Holy See,2015,"4,529,166"
Holy See,2010,"4,055,631"
Holy See,2016,"4,479,219"
Holy See,2015,"5,199,836"
Holy See,2020,"5,540,720"
Holy See,2017,"5,447,900"
Holy See,2016,"5,442,003"
Holy See,2015,"5,435,611"
Holy See,2010,"5,404,294"
Holy See,1970,"2,908,421"
Holy See,1965,"2,823,650"
Holy See,1960,"2,791,397"
Holy See,1955,"2,873,415"
Holy See,2017,"5,110,695"
Holy See,2016,"4,980,996"
Holy See,2015,"4,856,095"
Holy See,2010,"4,273,731"
Holy See,2010,"3,891,356"
Holy See,2005,"3,218,116"
Holy See,2000,"2,848,456"
Holy See,2005,"3,577,961"
Holy See,2015,"4,267,348"
Holy See,2010,"3,041,434"
Holy See,2005,"2,511,251"
Holy See,2000,"2,267,973"
Holy See,1995,"2,204,277"
Holy See,1990,"1,812,161"
Holy See,2010,"4,885,878"
Holy See,2005,"4,632,364"
Holy See,2000,"4,499,367"
Holy See,1995,"4,366,995"
Holy See,1990,"4,247,285"
Holy See,2019,"5,532,156"
Holy See,2018,"5,522,576"
Holy See,2017,"5,511,371"
Holy See,2016,"5,497,713"
Holy See,2015,"5,481,122"
Holy See,2010,"5,365,782"
Holy See,2005,"5,398,963"
Holy See,2005,"3,622,775"
Holy See,2000,"3,127,411"
Holy See,1995,"2,707,537"
Holy See,1990,"2,356,737"
Holy See,1995,"2,044,661"
Holy See,1990,"2,075,912"
Holy See,1985,"2,145,754"
Holy See,1980,"1,853,001"
Holy See,1975,"1,600,452"
Holy See,1970,"1,400,730"
Holy See,2000,"3,224,003"
Holy See,1995,"2,618,668"
Holy See,1990,"2,101,446"
Holy See,1985,"1,759,534"
Holy See,1980,"1,510,713"
Holy See,1975,"1,323,802"
Holy See,2020,"5,850,342"
Holy See,2019,"5,804,337"
Holy See,2018,"5,757,499"
Holy See,2017,"5,708,041"
Holy See,2020,"6,486,205"
Holy See,2019,"6,453,553"
Holy See,2020,"6,524,195"
Holy See,2019,"6,415,850"
Holy See,2018,"6,304,030"
Holy See,2020,"6,624,554"
Holy See,2019,"6,545,502"
Holy See,2018,"6,465,501"
Holy See,2017,"6,384,846"
Holy See,2020,"6,031,200"
Holy See,2019,"5,942,089"
Holy See,2018,"5,850,901"
Holy See,2017,"5,757,667"
Holy See,1985,"1,498,418"
Holy See,1980,"1,154,377"
Holy See,1975,"882,047"
Holy See,1985,"4,153,105"
Holy See,1980,"4,086,076"
Holy See,1975,"4,008,031"
Holy See,1970,"3,876,060"
Holy See,1965,"3,724,463"
Holy See,1960,"3,582,507"
Holy See,1955,"3,430,340"
Holy See,2005,"5,258,927"
Holy See,2000,"5,187,954"
Holy See,1995,"5,119,005"
Holy See,1990,"4,996,222"
Holy See,1985,"4,911,220"
Holy See,2000,"5,399,211"
Holy See,1995,"5,375,470"
Holy See,1990,"5,288,454"
Holy See,1985,"2,054,312"
Holy See,1980,"1,777,934"
Holy See,1975,"1,536,654"
Holy See,1965,"1,245,102"
Holy See,1960,"1,118,657"
Holy See,1955,"1,011,363"
Holy See,1970,"1,126,629"
Holy See,1965,"1,191,379"
Holy See,1960,"1,069,320"
Holy See,2016,"5,653,634"
Holy See,2015,"5,592,152"
Holy See,2010,"5,131,172"
Holy See,2005,"4,265,687"
Holy See,2000,"4,028,871"
Holy See,1995,"3,525,969"
Holy See,1990,"3,012,966"
Holy See,2018,"6,420,746"
Holy See,2017,"6,388,126"
Holy See,2016,"6,356,143"
Holy See,2015,"6,325,124"
Holy See,2017,"6,189,733"
Holy See,2016,"6,074,330"
Holy See,2015,"5,959,121"
Holy See,2016,"6,303,974"
Holy See,2015,"6,223,240"
Holy See,2010,"5,824,065"
Holy See,2005,"5,438,690"
Holy See,2000,"5,069,302"
Holy See,1995,"4,652,185"
Holy See,2016,"5,662,368"
Holy See,2015,"5,565,287"
Holy See,2010,"5,087,213"
Holy See,2005,"4,754,646"
Holy See,2000,"4,516,133"
Holy See,1995,"4,207,841"
Holy See,1970,"723,851"
Holy See,1965,"625,009"
Holy See,1960,"551,740"
Holy See,1955,"495,818"
Holy See,1980,"4,788,243"
Holy See,1975,"4,718,749"
Holy See,1970,"4,612,366"
Holy See,1965,"4,568,598"
Holy See,1960,"4,434,590"
Holy See,1955,"4,238,275"
Holy See,1985,"5,166,798"
Holy See,1980,"4,996,731"
Holy See,1975,"4,752,540"
Holy See,1970,"4,538,841"
Holy See,1965,"4,383,452"
Holy See,1970,"1,326,885"
Holy See,1965,"1,155,392"
Holy See,1960,"1,018,253"
Holy See,1955,"911,029"
Holy See,2020,"5,094,118"
Holy See,2019,"5,047,561"
Holy See,2018,"4,999,441"
Holy See,2020,"6,825,445"
Holy See,2019,"6,855,713"
Holy See,2018,"6,859,408"
Holy See,1955,"987,755"
Holy See,1985,"2,705,534"
Holy See,1980,"2,411,688"
Holy See,1975,"2,259,721"
Holy See,1970,"2,072,283"
Holy See,1965,"1,877,826"
Holy See,2010,"6,183,875"
Holy See,2005,"6,052,123"
Holy See,2000,"5,887,936"
Holy See,1995,"5,628,600"
Holy See,1990,"5,270,079"
Holy See,2010,"5,422,293"
Holy See,2005,"5,075,347"
Holy See,2000,"4,920,712"
Holy See,1990,"4,173,434"
Holy See,1985,"3,734,341"
Holy See,1980,"3,265,519"
Holy See,1975,"2,806,857"
Holy See,1970,"2,406,513"
Holy See,1965,"2,068,381"
Holy See,1990,"3,683,967"
Holy See,1985,"3,244,018"
Holy See,1980,"2,876,808"
Holy See,1975,"2,525,364"
Holy See,1970,"2,195,175"
Holy See,1965,"1,892,599"
Holy See,1960,"4,140,129"
Holy See,1955,"3,815,402"
Holy See,2017,"4,949,954"
Holy See,2016,"4,899,345"
Holy See,2015,"4,847,804"
Holy See,2017,"6,819,373"
Holy See,2016,"6,714,281"
Holy See,2015,"6,532,678"
Holy See,2010,"4,953,061"
Holy See,2005,"4,698,763"
Holy See,2000,"3,842,778"
Holy See,1960,"1,633,130"
Holy See,1955,"1,305,105"
Holy See,1985,"4,936,807"
Holy See,1980,"4,591,134"
Holy See,1975,"4,154,692"
Holy See,1970,"3,673,068"
Holy See,1965,"3,201,313"
Holy See,1995,"4,566,096"
Holy See,1990,"4,372,885"
Holy See,1985,"3,993,071"
Holy See,1980,"3,610,970"
Holy See,1975,"3,291,078"
Holy See,1970,"2,969,851"
Holy See,1965,"2,569,452"
Holy See,1960,"1,773,129"
Holy See,1955,"1,508,102"
Holy See,1960,"1,603,258"
Holy See,1955,"1,364,635"
Holy See,2020,"6,871,292"
Holy See,2019,"6,777,452"
Holy See,2018,"6,678,559"
Holy See,2020,"7,496,981"
Holy See,2020,"6,948,445"
Holy See,2020,"5,792,202"
Holy See,2019,"5,771,876"
Holy See,2020,"7,275,560"
Holy See,2019,"7,169,455"
Holy See,2018,"7,061,507"
Holy See,2017,"6,953,035"
Holy See,2010,"4,577,378"
Holy See,2005,"4,285,502"
Holy See,2000,"3,962,372"
Holy See,1995,"3,545,534"
Holy See,1990,"3,119,433"
Holy See,1995,"3,528,380"
Holy See,1990,"2,803,044"
Holy See,1960,"2,766,324"
Holy See,1955,"2,432,880"
Holy See,1960,"2,170,094"
Holy See,1955,"1,904,062"
Holy See,2017,"6,580,724"
Holy See,2019,"7,436,154"
Holy See,2019,"7,000,119"
Holy See,2018,"5,752,126"
Holy See,2017,"5,732,274"
Holy See,2016,"6,845,846"
Holy See,2015,"6,741,164"
Holy See,2010,"6,249,165"
Holy See,2020,"7,976,983"
Holy See,2019,"7,813,215"
Holy See,1985,"2,736,712"
Holy See,1980,"2,389,977"
Holy See,1975,"2,094,188"
Holy See,1970,"1,847,394"
Holy See,1965,"1,592,841"
Holy See,1960,"1,330,782"
Holy See,2020,"8,278,724"
Holy See,2019,"8,082,366"
Holy See,2018,"7,889,093"
Holy See,2017,"7,698,474"
Holy See,1985,"2,651,995"
Holy See,1980,"2,588,929"
Holy See,1975,"2,575,749"
Holy See,1970,"2,297,434"
Holy See,1965,"2,092,375"
Holy See,1960,"1,804,941"
Holy See,2016,"6,492,162"
Holy See,2018,"7,371,730"
Holy See,2017,"7,306,322"
Holy See,2016,"7,243,542"
Holy See,2015,"7,185,996"
Holy See,2010,"6,966,331"
Holy See,2018,"7,051,608"
Holy See,2017,"7,102,444"
Holy See,2016,"7,151,953"
Holy See,2020,"7,132,538"
Holy See,2019,"7,044,636"
Holy See,2018,"6,956,066"
Holy See,2017,"6,867,061"
Holy See,2016,"6,777,872"
Holy See,2016,"5,711,349"
Holy See,2015,"5,688,695"
Holy See,2010,"5,554,844"
Holy See,2005,"5,421,702"
Holy See,2000,"5,341,194"
Holy See,2005,"5,751,676"
Holy See,2000,"5,323,700"
Holy See,1995,"4,846,483"
Holy See,2018,"7,650,150"
Holy See,2017,"7,488,423"
Holy See,2016,"7,328,834"
Holy See,2015,"7,171,914"
Holy See,2010,"6,415,634"
Holy See,2005,"5,645,624"
Holy See,2000,"4,584,571"
Holy See,1955,"1,110,087"
Holy See,2016,"7,509,951"
Holy See,2015,"7,323,158"
Holy See,2010,"6,421,679"
Holy See,2005,"5,611,640"
Holy See,2000,"4,924,402"
Holy See,1955,"1,532,115"
Holy See,2015,"6,418,315"
Holy See,2010,"6,197,663"
Holy See,2005,"5,798,614"
Holy See,2000,"5,357,891"
Holy See,1995,"4,948,798"
Holy See,2020,"8,654,622"
Holy See,2020,"8,655,535"
Holy See,2020,"8,737,371"
Holy See,2019,"8,772,235"
Holy See,2018,"8,802,754"
Holy See,2005,"6,769,574"
Holy See,2000,"6,606,327"
Holy See,1995,"6,084,227"
Holy See,1990,"5,727,938"
Holy See,1985,"5,287,022"
Holy See,1980,"4,868,742"
Holy See,1975,"4,208,955"
Holy See,2020,"8,947,024"
Holy See,2019,"8,776,109"
Holy See,2018,"8,606,323"
Holy See,2017,"8,438,036"
Holy See,2016,"8,271,762"
Holy See,2020,"9,006,398"
Holy See,2015,"7,199,741"
Holy See,2010,"7,425,008"
Holy See,2005,"7,686,962"
Holy See,2000,"7,997,957"
Holy See,2015,"6,688,746"
Holy See,2010,"6,248,020"
Holy See,2005,"5,824,096"
Holy See,2000,"5,323,201"
Holy See,1995,"4,776,843"
Holy See,1995,"5,232,704"
Holy See,1990,"5,141,115"
Holy See,1985,"5,114,243"
Holy See,1980,"5,123,945"
Holy See,1975,"5,062,729"
Holy See,1990,"4,258,472"
Holy See,1985,"3,687,898"
Holy See,1980,"3,258,144"
Holy See,1975,"3,051,577"
Holy See,1995,"4,303,957"
Holy See,1990,"4,319,762"
Holy See,1985,"3,805,311"
Holy See,1980,"3,388,495"
Holy See,1975,"3,037,154"
Holy See,1995,"4,226,291"
Holy See,1990,"3,774,312"
Holy See,1985,"3,252,994"
Holy See,1980,"2,720,839"
Holy See,1975,"2,410,446"
Holy See,1970,"2,115,522"
Holy See,1990,"4,436,661"
Holy See,1985,"3,873,781"
Holy See,1980,"3,219,466"
Holy See,1975,"2,645,139"
Holy See,2019,"8,591,365"
Holy See,2018,"8,525,611"
Holy See,2017,"8,455,804"
Holy See,2016,"8,379,917"
Holy See,2015,"8,296,775"
Holy See,2010,"7,808,675"
Holy See,2005,"7,386,816"
Holy See,2019,"8,519,377"
Holy See,2018,"8,381,516"
Holy See,2017,"8,243,848"
Holy See,2016,"8,108,985"
Holy See,2015,"7,978,490"
Holy See,2010,"7,346,446"
Holy See,2017,"8,829,628"
Holy See,2016,"8,853,963"
Holy See,2015,"8,876,777"
Holy See,2010,"8,991,254"
Holy See,2005,"9,193,825"
Holy See,1970,"3,848,924"
Holy See,1965,"3,467,220"
Holy See,1960,"3,046,050"
Holy See,1955,"2,472,658"
Holy See,2015,"8,107,775"
Holy See,2019,"8,955,102"
Holy See,2018,"8,891,388"
Holy See,2017,"8,819,901"
Holy See,2016,"8,747,301"
Holy See,2015,"8,678,660"
Holy See,2010,"8,409,949"
Holy See,1995,"8,379,308"
Holy See,1990,"8,841,458"
Holy See,1985,"8,975,361"
Holy See,1980,"8,878,791"
Holy See,1975,"8,738,392"
Holy See,1970,"8,507,551"
Holy See,1965,"8,222,589"
Holy See,1990,"4,223,415"
Holy See,1985,"3,676,210"
Holy See,1980,"3,181,625"
Holy See,1975,"2,791,241"
Holy See,1970,"2,474,763"
Holy See,1965,"2,172,306"
Holy See,1960,"1,903,982"
Holy See,1970,"4,931,241"
Holy See,1965,"4,760,460"
Holy See,1960,"4,581,101"
Holy See,1955,"4,440,778"
Holy See,1970,"2,688,428"
Holy See,1965,"2,382,594"
Holy See,1960,"2,120,898"
Holy See,1955,"1,890,854"
Holy See,1970,"2,744,891"
Holy See,1965,"2,508,219"
Holy See,1960,"2,317,636"
Holy See,1955,"2,165,815"
Holy See,1965,"1,708,630"
Holy See,2020,"9,537,645"
Holy See,2019,"9,321,018"
Holy See,2018,"9,100,835"
Holy See,2017,"8,880,268"
Holy See,1970,"2,133,526"
Holy See,1965,"1,733,306"
Holy See,1960,"1,448,417"
Holy See,1955,"1,245,358"
Holy See,2000,"7,143,761"
Holy See,1995,"6,995,521"
Holy See,1990,"6,652,868"
Holy See,1985,"6,435,424"
Holy See,1980,"6,283,832"
Holy See,2005,"6,529,479"
Holy See,2000,"5,945,950"
Holy See,1995,"5,271,367"
Holy See,1990,"4,448,353"
Holy See,2000,"9,487,616"
Holy See,1995,"9,884,147"
Holy See,1990,"9,517,675"
Holy See,1985,"9,253,405"
Holy See,1980,"8,908,294"
Holy See,1975,"8,497,170"
Holy See,2010,"7,310,507"
Holy See,2005,"6,494,903"
Holy See,2000,"5,847,586"
Holy See,1995,"5,187,060"
Holy See,2005,"8,253,650"
Holy See,2000,"8,069,276"
Holy See,1995,"7,990,121"
Holy See,1990,"7,723,949"
Holy See,1960,"7,885,607"
Holy See,2020,"9,449,323"
Holy See,2019,"9,452,411"
Holy See,1955,"1,673,665"
Holy See,1960,"1,580,513"
Holy See,1955,"1,473,839"
Holy See,2016,"8,663,579"
Holy See,2015,"8,454,028"
Holy See,2010,"7,527,394"
Holy See,2005,"6,789,321"
Holy See,2000,"6,216,341"
Holy See,1995,"5,764,810"
Holy See,1990,"5,283,814"
Holy See,1975,"6,337,025"
Holy See,1970,"6,150,852"
Holy See,1965,"5,812,851"
Holy See,1985,"4,035,068"
Holy See,1980,"3,700,919"
Holy See,1975,"3,296,935"
Holy See,1970,"2,813,749"
Holy See,1965,"2,490,317"
Holy See,1960,"2,060,480"
Holy See,1970,"8,119,860"
Holy See,1965,"7,835,083"
Holy See,1960,"7,556,727"
Holy See,1955,"7,234,922"
Holy See,2020,"9,890,402"
Holy See,2020,"9,904,607"
Holy See,2019,"9,746,117"
Holy See,2018,"9,587,522"
Holy See,1990,"4,615,839"
Holy See,1985,"4,081,030"
Holy See,1980,"3,571,205"
Holy See,1975,"3,139,945"
Holy See,1970,"2,783,121"
Holy See,1965,"2,485,437"
Holy See,1985,"7,614,868"
Holy See,1980,"7,609,752"
Holy See,1975,"7,637,689"
Holy See,1970,"7,516,239"
Holy See,1965,"7,305,158"
Holy See,2020,"10,099,265"
Holy See,2019,"10,036,379"
Holy See,2018,"9,971,638"
Holy See,2017,"9,904,896"
Holy See,2020,"10,139,177"
Holy See,1955,"7,561,493"
Holy See,2020,"10,196,709"
Holy See,2019,"10,226,187"
Holy See,2018,"10,256,193"
Holy See,2017,"10,288,527"
Holy See,2018,"9,452,617"
Holy See,2017,"9,450,231"
Holy See,2016,"9,445,643"
Holy See,2015,"9,439,423"
Holy See,2010,"9,420,574"
Holy See,1985,"4,537,822"
Holy See,1960,"5,280,680"
Holy See,1955,"4,957,066"
Holy See,1955,"1,691,878"
Holy See,2019,"9,770,529"
Holy See,2018,"9,630,959"
Holy See,2017,"9,487,203"
Holy See,2016,"9,360,980"
Holy See,2015,"9,262,900"
Holy See,2017,"9,429,013"
Holy See,2016,"9,270,795"
Holy See,2015,"9,112,916"
Holy See,2010,"8,317,470"
Holy See,2005,"7,458,985"
Holy See,2000,"6,574,509"
Holy See,1960,"2,255,859"
Holy See,1955,"2,086,247"
Holy See,1960,"7,070,766"
Holy See,1955,"6,953,406"
Holy See,2016,"9,836,007"
Holy See,2015,"9,764,950"
Holy See,2010,"9,390,168"
Holy See,2005,"9,038,623"
Holy See,2000,"8,881,640"
Holy See,1995,"8,836,420"
Holy See,1990,"8,567,384"
