name,year,population
Holy See,2019,"10,047,718"
Holy See,2018,"9,949,537"
Holy See,2017,"9,845,320"
Holy See,2016,"9,736,043"
Holy See,2015,"9,622,745"
Holy See,2020,"9,660,351"
Holy See,2019,"9,684,679"
Holy See,2018,"9,707,499"
Holy See,2020,"10,203,134"
Holy See,2019,"10,101,694"
Holy See,2018,"9,965,318"
Holy See,2016,"10,325,538"
Holy See,2015,"10,368,351"
Holy See,2010,"10,596,058"
Holy See,2005,"10,508,495"
Holy See,2005,"9,562,088"
Holy See,2000,"9,871,632"
Holy See,1995,"10,077,608"
Holy See,1990,"10,151,134"
Holy See,1985,"9,901,493"
Holy See,1980,"9,569,847"
Holy See,1980,"3,905,446"
Holy See,1975,"3,390,941"
Holy See,1970,"2,930,107"
Holy See,1965,"2,487,976"
Holy See,1960,"2,087,049"
Holy See,1955,"1,794,416"
Holy See,2010,"8,549,988"
Holy See,2005,"4,588,225"
Holy See,2000,"3,134,062"
Holy See,1995,"2,415,090"
Holy See,1990,"1,828,432"
Holy See,1995,"5,709,014"
Holy See,1990,"4,955,303"
Holy See,1985,"4,281,161"
Holy See,1980,"3,678,279"
Holy See,1985,"8,357,652"
Holy See,1980,"8,316,338"
Holy See,1975,"8,197,340"
Holy See,1970,"8,054,916"
Holy See,2020,"10,423,054"
Holy See,2010,"9,032,461"
Holy See,2005,"8,538,605"
Holy See,2000,"8,122,741"
Holy See,1995,"7,775,424"
Holy See,1990,"7,242,761"
Holy See,1985,"6,666,447"
Holy See,1980,"6,150,733"
Holy See,2017,"9,729,823"
Holy See,2016,"9,752,975"
Holy See,2015,"9,777,923"
Holy See,2010,"9,927,370"
Holy See,2005,"10,085,937"
Holy See,2017,"9,785,843"
Holy See,2016,"9,554,286"
Holy See,2000,"10,297,112"
Holy See,1995,"10,091,325"
Holy See,1990,"9,895,364"
Holy See,1985,"9,929,184"
Holy See,1980,"9,750,964"
Holy See,1975,"9,172,241"
Holy See,1975,"9,252,779"
Holy See,1970,"8,913,552"
Holy See,1965,"8,505,722"
Holy See,1960,"8,124,881"
Holy See,1955,"7,747,210"
Holy See,1985,"1,366,164"
Holy See,1980,"1,019,509"
Holy See,1975,"548,301"
Holy See,1970,"234,514"
Holy See,1965,"149,857"
Holy See,1960,"92,418"
Holy See,1975,"3,153,253"
Holy See,2020,"10,708,981"
Holy See,2019,"10,689,209"
Holy See,2018,"10,665,677"
Holy See,2020,"11,326,616"
Holy See,2019,"11,333,483"
Holy See,2018,"11,338,134"
Holy See,1965,"7,745,673"
Holy See,1960,"7,482,543"
Holy See,1955,"7,262,623"
Holy See,2020,"11,402,528"
Holy See,2019,"10,473,455"
Holy See,2018,"10,522,246"
Holy See,2017,"10,569,450"
Holy See,2016,"10,615,185"
Holy See,1975,"5,674,133"
Holy See,1970,"5,180,023"
Holy See,1965,"4,592,609"
Holy See,1960,"3,895,397"
Holy See,1955,"3,329,387"
Holy See,2020,"10,847,910"
Holy See,2019,"10,738,958"
Holy See,2018,"10,627,141"
Holy See,2017,"10,513,104"
Holy See,2000,"10,220,507"
Holy See,1995,"10,349,302"
Holy See,1990,"10,377,137"
Holy See,1985,"10,566,323"
Holy See,1980,"10,754,286"
Holy See,1975,"10,526,780"
Holy See,2015,"9,266,575"
Holy See,2010,"7,261,539"
Holy See,2005,"5,765,635"
Holy See,2000,"5,122,493"
Holy See,1970,"8,651,340"
Holy See,1965,"8,862,280"
Holy See,1955,"79,578"
Holy See,1970,"2,716,654"
Holy See,1965,"2,346,015"
Holy See,2017,"10,641,034"
Holy See,2016,"10,618,857"
Holy See,2015,"10,601,397"
Holy See,2010,"10,536,518"
Holy See,2005,"10,258,167"
Holy See,2000,"10,289,373"
Holy See,1995,"10,358,193"
Holy See,2017,"11,339,254"
Holy See,2016,"11,335,104"
Holy See,2015,"11,324,781"
Holy See,2010,"11,225,832"
Holy See,2005,"11,261,582"
Holy See,2000,"11,126,430"
Holy See,2019,"11,263,077"
Holy See,2018,"11,123,178"
Holy See,2017,"10,982,366"
Holy See,2016,"10,839,970"
Holy See,2015,"10,695,542"
Holy See,2010,"9,949,322"
Holy See,2005,"9,195,288"
Holy See,2000,"8,463,806"
Holy See,2015,"10,659,750"
Holy See,2010,"10,887,637"
Holy See,2005,"11,224,791"
Holy See,2000,"11,082,104"
Holy See,1995,"10,745,503"
Holy See,1990,"10,225,992"
Holy See,2020,"11,193,725"
Holy See,2016,"10,397,741"
Holy See,2015,"10,281,680"
Holy See,2010,"9,695,121"
Holy See,2005,"9,097,257"
Holy See,1970,"10,366,105"
Holy See,1965,"10,169,799"
Holy See,1960,"10,000,994"
Holy See,1955,"9,828,494"
Holy See,2020,"11,589,623"
Holy See,1995,"4,588,843"
Holy See,1990,"3,565,890"
Holy See,1985,"2,900,049"
Holy See,1980,"2,377,995"
Holy See,1975,"2,065,913"
Holy See,1970,"1,721,323"
Holy See,1965,"1,173,606"
Holy See,2020,"11,673,021"
Holy See,2019,"11,513,100"
Holy See,1960,"8,844,645"
Holy See,1955,"8,625,532"
Holy See,1960,"2,038,632"
Holy See,1955,"1,771,352"
Holy See,1990,"10,340,875"
Holy See,1985,"10,331,143"
Holy See,1980,"10,349,083"
Holy See,1975,"10,069,955"
Holy See,1970,"9,817,669"
Holy See,1995,"10,888,252"
Holy See,1990,"10,596,987"
Holy See,1985,"10,097,911"
Holy See,1980,"9,849,459"
Holy See,1975,"9,446,442"
Holy See,1970,"8,712,541"
Holy See,1995,"7,744,503"
Holy See,1990,"7,037,917"
Holy See,1985,"6,337,273"
Holy See,1980,"5,643,173"
Holy See,1975,"5,094,577"
Holy See,1970,"4,676,230"
Holy See,1985,"9,968,238"
Holy See,1980,"9,627,002"
Holy See,1975,"9,014,085"
Holy See,2020,"11,818,619"
Holy See,2019,"11,062,113"
Holy See,2000,"8,471,321"
Holy See,1995,"7,819,247"
Holy See,1990,"7,133,494"
Holy See,1985,"6,464,229"
Holy See,2019,"11,539,328"
Holy See,2018,"11,482,178"
Holy See,1960,"933,102"
Holy See,1955,"682,968"
Holy See,2018,"11,353,142"
Holy See,2017,"11,192,855"
Holy See,2016,"11,031,814"
Holy See,1965,"9,811,377"
Holy See,1960,"9,590,174"
Holy See,1955,"9,361,772"
Holy See,1965,"7,958,169"
Holy See,1960,"7,141,250"
Holy See,1955,"6,539,454"
Holy See,1965,"4,258,732"
Holy See,1960,"3,866,159"
Holy See,1955,"3,514,074"
Holy See,1970,"8,663,571"
Holy See,1965,"8,453,821"
Holy See,1960,"8,273,629"
Holy See,1955,"8,011,124"
Holy See,2019,"11,694,719"
Holy See,2018,"11,565,201"
Holy See,2017,"11,433,443"
Holy See,2020,"11,890,784"
Holy See,2018,"10,975,927"
Holy See,2017,"10,910,763"
Holy See,2016,"10,832,518"
Holy See,2015,"10,715,658"
Holy See,2010,"9,508,364"
Holy See,2005,"7,535,932"
Holy See,2000,"6,199,394"
Holy See,2020,"13,132,795"
Holy See,2019,"12,771,246"
Holy See,2018,"12,414,293"
Holy See,2017,"12,067,519"
Holy See,1980,"5,803,927"
Holy See,1975,"5,144,637"
Holy See,1970,"4,499,720"
Holy See,2020,"12,123,200"
Holy See,2019,"11,801,151"
Holy See,2018,"11,485,044"
Holy See,2017,"11,175,198"
Holy See,2016,"10,872,063"
Holy See,2020,"12,952,218"
Holy See,2019,"12,626,950"
Holy See,2018,"12,301,970"
Holy See,2017,"11,980,961"
Holy See,2017,"11,419,748"
Holy See,2016,"11,354,420"
Holy See,2015,"11,287,940"
Holy See,2010,"10,938,739"
Holy See,2005,"10,546,886"
Holy See,2000,"10,282,033"
Holy See,1995,"10,186,305"
Holy See,2015,"10,869,730"
Holy See,2010,"10,048,590"
Holy See,2005,"9,232,306"
Holy See,2000,"8,418,264"
Holy See,1995,"7,622,338"
Holy See,1990,"6,864,842"
Holy See,2020,"14,862,924"
Holy See,2019,"14,645,468"
Holy See,2020,"15,893,222"
Holy See,2019,"15,442,905"
Holy See,2020,"16,425,864"
Holy See,2016,"11,303,945"
Holy See,2015,"11,179,949"
Holy See,2010,"10,635,244"
Holy See,2005,"10,106,771"
Holy See,2019,"11,530,580"
Holy See,2018,"11,175,374"
Holy See,2017,"10,827,019"
Holy See,2016,"10,487,995"
Holy See,2015,"10,160,030"
Holy See,2010,"8,675,602"
Holy See,1995,"5,118,083"
Holy See,1990,"5,492,623"
Holy See,1985,"5,220,747"
Holy See,1980,"4,502,604"
Holy See,1975,"3,941,618"
Holy See,1970,"3,494,004"
Holy See,1965,"3,133,150"
Holy See,2016,"11,738,429"
Holy See,2015,"11,432,088"
Holy See,2010,"10,192,176"
Holy See,2005,"9,109,581"
Holy See,2000,"8,240,730"
Holy See,1965,"3,877,765"
Holy See,1960,"3,294,224"
Holy See,2015,"10,575,952"
Holy See,2010,"9,199,259"
Holy See,2005,"7,982,225"
Holy See,2000,"6,865,951"
Holy See,1995,"5,905,558"
Holy See,1990,"4,978,496"
Holy See,2016,"11,668,827"
Holy See,2015,"11,369,071"
Holy See,2010,"10,039,338"
Holy See,2005,"8,840,215"
Holy See,2000,"7,933,681"
Holy See,1995,"5,836,495"
Holy See,1990,"7,288,882"
Holy See,1990,"10,006,544"
Holy See,1985,"9,916,578"
Holy See,1980,"9,868,995"
Holy See,1975,"9,771,586"
Holy See,1985,"6,179,460"
Holy See,1980,"5,579,935"
Holy See,1975,"5,001,419"
Holy See,1970,"4,484,004"
Holy See,1965,"4,038,872"
Holy See,2018,"14,438,802"
Holy See,2018,"15,008,226"
Holy See,2017,"14,589,179"
Holy See,2016,"14,185,636"
Holy See,2015,"13,797,201"
Holy See,2019,"15,946,876"
Holy See,2018,"15,477,729"
Holy See,2017,"15,016,753"
Holy See,2016,"14,561,660"
Holy See,2015,"14,110,975"
Holy See,2010,"11,952,136"
Holy See,2000,"9,708,350"
Holy See,1995,"9,125,398"
Holy See,1990,"8,242,496"
Holy See,1985,"7,329,594"
Holy See,1980,"6,374,039"
Holy See,1975,"5,656,914"
Holy See,2005,"7,364,862"
Holy See,2000,"6,378,871"
Holy See,1995,"5,987,043"
Holy See,1990,"5,438,957"
Holy See,1985,"4,750,837"
Holy See,1980,"4,157,298"
Holy See,1960,"2,842,724"
Holy See,1955,"2,619,712"
Holy See,1995,"7,269,625"
Holy See,1990,"6,352,283"
Holy See,1985,"5,470,702"
Holy See,2020,"16,718,965"
Holy See,2019,"16,486,542"
Holy See,1955,"2,781,336"
Holy See,1985,"4,278,501"
Holy See,1980,"3,717,165"
Holy See,1975,"3,265,165"
Holy See,1970,"2,912,340"
Holy See,1965,"2,632,356"
Holy See,1985,"6,146,891"
Holy See,1980,"5,153,312"
Holy See,1975,"4,364,706"
Holy See,1970,"3,757,358"
Holy See,1970,"9,632,180"
Holy See,1965,"9,443,939"
Holy See,1960,"9,167,365"
Holy See,1955,"8,887,274"
Holy See,1960,"3,656,955"
Holy See,1955,"3,331,036"
Holy See,2017,"14,236,595"
Holy See,2016,"14,030,331"
Holy See,2015,"13,814,629"
Holy See,2010,"12,697,723"
Holy See,2005,"12,076,699"
Holy See,2010,"12,043,883"
Holy See,2005,"10,446,863"
Holy See,2000,"8,872,254"
Holy See,2005,"10,096,633"
Holy See,2000,"8,355,654"
Holy See,1995,"7,010,145"
Holy See,1990,"5,963,252"
Holy See,1985,"5,095,401"
Holy See,1980,"4,514,430"
Holy See,1970,"5,063,809"
Holy See,1965,"4,547,941"
Holy See,1960,"4,178,236"
Holy See,1955,"3,943,540"
Holy See,1975,"3,700,880"
Holy See,1970,"3,479,074"
Holy See,1965,"3,094,379"
Holy See,1960,"2,797,932"
Holy See,2020,"16,743,927"
Holy See,1980,"4,871,435"
Holy See,1975,"4,491,248"
Holy See,1970,"4,154,605"
Holy See,1965,"3,801,705"
Holy See,1960,"3,494,162"
Holy See,2020,"17,500,658"
Holy See,2018,"16,249,792"
Holy See,2017,"16,009,409"
Holy See,2016,"15,766,292"
Holy See,2015,"15,521,436"
Holy See,2010,"14,312,212"
Holy See,2005,"13,273,354"
Holy See,2000,"12,155,239"
Holy See,1995,"10,656,138"
Holy See,2020,"17,643,054"
Holy See,2019,"17,373,662"
Holy See,2018,"17,084,358"
Holy See,1960,"2,431,622"
Holy See,1955,"2,303,587"
Holy See,1965,"3,235,531"
Holy See,1960,"2,935,582"
Holy See,1955,"2,527,294"
Holy See,2000,"11,881,477"
Holy See,1995,"11,410,714"
Holy See,1990,"10,432,421"
Holy See,1985,"8,877,489"
Holy See,1995,"7,491,637"
Holy See,1990,"7,225,092"
Holy See,1985,"6,648,627"
Holy See,1980,"6,281,134"
Holy See,1975,"4,088,564"
Holy See,1970,"3,643,604"
Holy See,1965,"3,309,586"
Holy See,1960,"3,001,609"
Holy See,1955,"2,735,198"
Holy See,1955,"2,537,157"
Holy See,2020,"17,134,872"
Holy See,2019,"17,097,130"
Holy See,2020,"17,915,568"
Holy See,2019,"17,581,472"
Holy See,2018,"17,247,849"
Holy See,2017,"16,914,970"
Holy See,2019,"16,296,364"
Holy See,2018,"15,854,323"
Holy See,2017,"15,419,355"
Holy See,2016,"14,993,519"
Holy See,2015,"14,578,459"
Holy See,2010,"12,678,148"
Holy See,1955,"3,229,649"
Holy See,2020,"18,383,955"
Holy See,2019,"17,861,030"
Holy See,2019,"17,070,135"
Holy See,2018,"16,945,057"
Holy See,2017,"17,095,678"
Holy See,2016,"17,465,575"
Holy See,2015,"17,997,408"
Holy See,2010,"21,362,529"
Holy See,2020,"18,776,707"
Holy See,2019,"18,551,427"
Holy See,1990,"8,975,597"
Holy See,1985,"7,714,880"
Holy See,1980,"6,693,764"
Holy See,1975,"7,524,447"
Holy See,2017,"16,785,361"
Holy See,1980,"7,408,624"
Holy See,1975,"6,293,875"
Holy See,1970,"5,289,303"
Holy See,1975,"3,880,292"
Holy See,1970,"3,444,568"
Holy See,1965,"3,068,459"
Holy See,1960,"2,755,972"
Holy See,2018,"17,059,560"
Holy See,2017,"17,021,347"
Holy See,2016,"16,981,295"
Holy See,2015,"16,938,499"
Holy See,2010,"16,682,917"
Holy See,2005,"16,367,158"
Holy See,2000,"15,926,188"
Holy See,2016,"16,583,076"
Holy See,2015,"16,252,429"
Holy See,2010,"14,630,417"
Holy See,2005,"13,096,028"
Holy See,2000,"11,650,743"
Holy See,1995,"10,408,489"
Holy See,2005,"11,090,116"
Holy See,2000,"9,797,734"
Holy See,1995,"8,690,164"
Holy See,1990,"7,526,307"
Holy See,1985,"6,471,327"
Holy See,2018,"17,351,708"
Holy See,2017,"16,853,599"
Holy See,2016,"16,363,458"
Holy See,2015,"15,879,361"
Holy See,2020,"19,116,201"
Holy See,2019,"18,952,038"
Holy See,2018,"18,729,160"
Holy See,2005,"18,361,176"
Holy See,2000,"16,410,848"
Holy See,1995,"14,345,492"
Holy See,1990,"12,446,171"
Holy See,1985,"10,648,632"
Holy See,2018,"18,319,618"
Holy See,2017,"18,080,019"
Holy See,1970,"6,996,576"
Holy See,1965,"6,467,197"
Holy See,1960,"5,722,370"
Holy See,1955,"5,045,288"
Holy See,2016,"16,491,116"
Holy See,2015,"16,212,020"
Holy See,2010,"15,011,117"
Holy See,2005,"13,825,847"
Holy See,2000,"12,681,123"
Holy See,1995,"11,455,204"
Holy See,1965,"4,471,177"
Holy See,1960,"3,776,681"
Holy See,1955,"3,213,286"
Holy See,1955,"2,491,542"
Holy See,1995,"15,467,851"
Holy See,1990,"14,965,448"
Holy See,1985,"14,513,949"
Holy See,1990,"9,263,813"
Holy See,1985,"8,240,060"
Holy See,1980,"7,283,459"
Holy See,1975,"6,433,728"
Holy See,1970,"5,621,792"
Holy See,1965,"4,869,716"
Holy See,1960,"4,210,747"
Holy See,1955,"3,625,300"
Holy See,1980,"5,583,165"
Holy See,1975,"4,929,846"
Holy See,1970,"4,257,505"
Holy See,1965,"3,682,876"
Holy See,2020,"19,129,952"
Holy See,2019,"18,628,747"
Holy See,2018,"18,143,217"
Holy See,2017,"17,670,196"
Holy See,2020,"19,237,691"
Holy See,2019,"19,364,557"
Holy See,2018,"19,506,114"
Holy See,2020,"20,250,833"
Holy See,2019,"19,658,031"
Holy See,2018,"19,077,749"
Holy See,2017,"18,512,430"
Holy See,2010,"13,605,984"
Holy See,2005,"11,856,247"
Holy See,2000,"10,415,944"
Holy See,1995,"9,096,607"
Holy See,1990,"8,036,845"
Holy See,2017,"18,470,439"
Holy See,2016,"18,209,068"
Holy See,2015,"17,969,353"
Holy See,2010,"17,062,536"
Holy See,1980,"8,930,774"
Holy See,1975,"7,535,714"
Holy See,1970,"6,350,541"
Holy See,1965,"5,373,137"
Holy See,2016,"17,830,901"
Holy See,2015,"17,572,016"
Holy See,2010,"16,252,279"
Holy See,2005,"15,402,807"
Holy See,2000,"14,922,719"
Holy See,1995,"15,839,363"
Holy See,1990,"16,383,887"
Holy See,1990,"10,230,934"
Holy See,1985,"9,066,109"
Holy See,1980,"7,989,186"
Holy See,1975,"6,994,334"
Holy See,1970,"6,069,376"
Holy See,1965,"5,243,977"
Holy See,2020,"21,413,249"
Holy See,2019,"21,323,733"
Holy See,1980,"14,148,415"
Holy See,1975,"13,683,291"
Holy See,1970,"13,001,943"
Holy See,1965,"12,248,344"
Holy See,1960,"11,448,817"
Holy See,1955,"10,709,630"
Holy See,2020,"23,816,775"
Holy See,2019,"23,773,876"
Holy See,2018,"23,726,460"
Holy See,2017,"23,674,546"
Holy See,1960,"3,206,749"
Holy See,1955,"2,808,225"
Holy See,2016,"17,205,261"
Holy See,2015,"16,745,303"
Holy See,2020,"24,206,644"
Holy See,2017,"19,653,969"
Holy See,2016,"19,796,285"
Holy See,2015,"19,925,175"
Holy See,2010,"20,471,864"
Holy See,2005,"21,417,291"
Holy See,2000,"22,137,419"
Holy See,2016,"17,965,443"
Holy See,2015,"17,438,778"
Holy See,2010,"15,049,353"
Holy See,2005,"12,775,516"
Holy See,2000,"10,946,445"
Holy See,1995,"9,585,653"
Holy See,1990,"8,449,913"
Holy See,1985,"6,923,149"
Holy See,1980,"5,851,825"
Holy See,1975,"4,943,283"
Holy See,1970,"4,179,067"
Holy See,1965,"3,570,464"
Holy See,1960,"3,070,776"
Holy See,2005,"16,182,721"
Holy See,2000,"15,342,353"
Holy See,1995,"14,380,866"
Holy See,1990,"13,274,623"
Holy See,1985,"12,257,236"
Holy See,1980,"11,419,348"
Holy See,1975,"10,592,307"
Holy See,2020,"20,903,273"
Holy See,2019,"20,321,378"
Holy See,2018,"19,751,466"
Holy See,2017,"19,193,234"
Holy See,2016,"18,646,357"
Holy See,1960,"4,573,512"
Holy See,1955,"3,911,501"
Holy See,1985,"15,665,595"
Holy See,1980,"14,796,174"
Holy See,1960,"4,543,666"
Holy See,1955,"3,956,620"
Holy See,2018,"21,228,763"
Holy See,2017,"21,128,032"
Holy See,2016,"21,021,171"
Holy See,2015,"20,908,027"
Holy See,2016,"23,618,200"
Holy See,2015,"23,557,477"
Holy See,2010,"14,539,612"
Holy See,2005,"12,625,952"
Holy See,2000,"11,148,758"
Holy See,1995,"9,844,415"
Holy See,1990,"9,404,500"
Holy See,1985,"7,268,267"
Holy See,2019,"23,310,715"
Holy See,2018,"22,442,822"
Holy See,1995,"22,964,754"
Holy See,1990,"23,489,160"
Holy See,1985,"23,071,274"
Holy See,1980,"22,615,639"
Holy See,1975,"21,665,643"
Holy See,1970,"20,548,911"
Holy See,1965,"19,379,568"
Holy See,1985,"7,831,889"
Holy See,1980,"7,090,126"
Holy See,1975,"6,482,278"
Holy See,1970,"5,949,045"
Holy See,1965,"5,568,484"
Holy See,1960,"5,263,733"
Holy See,2020,"25,499,884"
Holy See,2019,"25,203,198"
Holy See,1955,"2,644,976"
Holy See,1970,"9,783,134"
Holy See,1965,"8,989,621"
Holy See,1960,"8,132,990"
Holy See,2015,"18,110,624"
Holy See,2010,"15,605,217"
Holy See,2005,"13,421,930"
Holy See,2000,"11,607,942"
Holy See,1995,"10,089,878"
Holy See,1990,"8,811,034"
Holy See,1985,"7,727,907"
Holy See,1980,"6,822,843"
Holy See,1975,"14,050,226"
Holy See,1970,"13,036,139"
Holy See,1965,"11,841,920"
Holy See,1960,"9,934,563"
Holy See,1955,"7,932,521"
Holy See,2010,"20,261,737"
Holy See,2005,"19,544,988"
Holy See,2000,"18,777,601"
Holy See,1995,"18,242,912"
Holy See,1990,"17,325,773"
Holy See,1985,"16,176,280"
Holy See,1980,"15,035,834"
Holy See,2010,"23,187,551"
Holy See,2005,"22,705,713"
Holy See,2000,"21,966,527"
Holy See,1995,"21,356,033"
Holy See,1990,"20,478,520"
Holy See,1985,"19,303,404"
Holy See,2020,"25,778,816"
Holy See,2019,"25,666,161"
Holy See,2018,"25,549,604"
Holy See,2020,"29,825,964"
Holy See,2019,"29,161,922"
Holy See,2018,"28,498,683"
Holy See,1980,"6,250,440"
Holy See,1975,"5,384,795"
Holy See,1970,"4,703,782"
Holy See,2020,"27,691,018"
Holy See,2019,"26,969,307"
Holy See,2018,"26,262,313"
Holy See,2020,"28,435,940"
Holy See,2019,"28,515,829"
Holy See,2018,"28,887,118"
Holy See,2020,"26,378,274"
Holy See,2019,"25,716,544"
Holy See,2018,"25,069,230"
Holy See,2017,"21,602,382"
Holy See,2016,"20,788,798"
Holy See,2015,"20,001,663"
Holy See,2010,"16,464,025"
Holy See,2005,"13,624,467"
Holy See,1960,"18,613,939"
Holy See,1955,"17,483,935"
Holy See,2020,"29,136,808"
Holy See,2019,"28,608,710"
Holy See,2018,"28,095,714"
Holy See,2017,"27,632,681"
Holy See,2020,"26,545,863"
Holy See,2019,"25,876,380"
Holy See,2018,"25,216,267"
Holy See,2017,"24,566,073"
Holy See,1955,"4,975,398"
Holy See,2018,"24,898,152"
Holy See,2017,"24,584,620"
Holy See,2016,"24,262,712"
Holy See,1955,"7,322,652"
Holy See,1975,"6,154,545"
Holy See,1970,"5,624,600"
Holy See,1975,"13,755,146"
Holy See,1970,"12,485,740"
Holy See,1965,"11,110,820"
Holy See,1960,"9,874,476"
Holy See,1980,"17,905,458"
Holy See,1975,"16,464,927"
Holy See,1970,"14,924,455"
Holy See,1965,"12,901,155"
Holy See,1960,"10,876,150"
Holy See,2017,"25,429,825"
Holy See,2016,"25,307,665"
Holy See,2015,"25,183,833"
Holy See,2010,"24,548,836"
Holy See,2005,"23,904,167"
Holy See,2017,"27,834,819"
Holy See,2016,"27,168,208"
Holy See,2015,"26,497,889"
Holy See,1965,"4,134,460"
Holy See,1960,"3,659,984"
Holy See,1955,"3,270,548"
Holy See,2017,"25,570,512"
Holy See,2016,"24,894,370"
Holy See,2015,"24,234,088"
Holy See,2010,"21,151,640"
Holy See,2005,"18,336,724"
Holy See,2017,"29,402,484"
Holy See,2016,"29,851,255"
Holy See,2017,"24,437,470"
Holy See,2016,"23,822,714"
Holy See,2015,"23,226,143"
Holy See,2010,"20,532,950"
Holy See,2005,"18,354,514"
Holy See,2000,"11,331,557"
Holy See,1995,"9,490,288"
Holy See,1990,"8,026,591"
Holy See,1985,"6,915,997"
Holy See,1980,"5,989,004"
Holy See,1975,"5,184,941"
Holy See,1970,"4,510,644"
Holy See,2016,"27,263,433"
Holy See,2015,"27,015,031"
Holy See,2010,"27,013,212"
Holy See,2005,"25,744,500"
Holy See,2000,"23,941,110"
Holy See,2016,"23,926,551"
Holy See,2015,"23,298,368"
Holy See,2010,"20,341,241"
Holy See,2005,"17,733,410"
Holy See,2000,"15,513,945"
Holy See,2015,"23,932,502"
Holy See,2010,"22,154,679"
Holy See,2005,"20,178,540"
Holy See,2000,"18,991,431"
Holy See,1995,"17,993,074"
Holy See,1990,"16,960,597"
Holy See,1985,"15,663,663"
Holy See,1965,"5,174,870"
Holy See,1960,"4,829,288"
Holy See,1955,"4,517,155"
Holy See,1955,"8,778,438"
Holy See,1955,"9,189,972"
Holy See,2000,"22,929,075"
Holy See,1995,"21,862,299"
Holy See,1990,"20,293,054"
Holy See,1985,"18,877,238"
Holy See,1980,"17,472,140"
Holy See,1975,"16,274,740"
Holy See,2010,"23,154,855"
Holy See,2005,"20,107,409"
Holy See,2000,"17,409,072"
Holy See,1995,"14,913,315"
Holy See,1990,"11,709,993"
Holy See,2000,"15,766,806"
Holy See,1995,"13,475,400"
Holy See,1990,"11,598,633"
Holy See,1985,"10,063,495"
Holy See,1980,"8,716,553"
Holy See,2015,"30,081,829"
Holy See,2010,"28,439,940"
Holy See,2005,"26,432,447"
Holy See,2000,"24,192,446"
Holy See,1995,"21,931,084"
Holy See,1990,"19,632,665"
Holy See,2020,"31,072,940"
Holy See,2019,"30,417,856"
Holy See,2000,"16,454,668"
Holy See,1995,"14,199,762"
Holy See,1990,"11,924,877"
Holy See,1965,"3,914,117"
Holy See,1960,"3,388,764"
Holy See,1955,"2,955,541"
Holy See,1995,"21,576,071"
Holy See,1990,"18,905,478"
Holy See,1985,"16,858,310"
Holy See,1980,"15,016,402"
Holy See,1975,"13,420,369"
Holy See,1995,"13,599,988"
Holy See,1990,"11,780,088"
Holy See,1985,"10,070,806"
Holy See,1980,"8,621,406"
Holy See,1975,"7,451,054"
Holy See,1970,"6,519,762"
Holy See,1980,"14,588,405"
Holy See,1975,"13,773,288"
Holy See,1970,"12,793,034"
Holy See,1965,"11,313,195"
Holy See,1960,"10,242,076"
Holy See,1955,"9,165,707"
Holy See,2020,"31,255,435"
Holy See,2019,"30,366,036"
Holy See,1970,"14,410,400"
Holy See,1965,"12,547,525"
Holy See,1960,"11,424,176"
Holy See,1955,"10,086,991"
Holy See,1985,"9,572,175"
Holy See,1980,"7,941,898"
Holy See,1975,"6,784,695"
Holy See,1970,"6,193,384"
Holy See,1965,"5,727,751"
Holy See,1960,"5,315,355"
Holy See,1955,"4,965,574"
Holy See,2020,"32,365,999"
Holy See,2020,"32,866,272"
Holy See,1975,"7,556,026"
Holy See,1970,"6,576,305"
Holy See,1965,"5,769,218"
Holy See,1960,"5,099,373"
Holy See,1955,"4,543,542"
Holy See,1985,"17,319,520"
Holy See,1980,"15,182,611"
Holy See,1975,"13,189,509"
Holy See,1970,"11,396,393"
Holy See,1965,"9,692,278"
Holy See,2018,"29,767,102"
Holy See,2017,"29,121,465"
Holy See,2016,"28,481,945"
Holy See,2015,"27,849,205"
Holy See,1985,"9,918,196"
Holy See,1980,"8,033,650"
Holy See,1975,"6,412,403"
Holy See,1970,"5,102,064"
Holy See,1965,"4,226,844"
Holy See,1960,"3,503,553"
Holy See,1955,"3,004,421"
Holy See,2020,"32,971,854"
Holy See,2020,"33,469,203"
Holy See,2019,"32,981,716"
Holy See,2018,"32,476,244"
Holy See,2017,"31,959,785"
Holy See,2020,"34,813,871"
Holy See,2019,"34,268,528"
Holy See,2018,"33,702,756"
Holy See,1970,"12,074,626"
Holy See,1965,"10,972,912"
Holy See,1960,"10,105,050"
Holy See,1955,"9,316,916"
Holy See,1965,"5,773,543"
Holy See,1960,"5,176,918"
Holy See,1955,"4,706,995"
Holy See,2018,"29,496,004"
Holy See,2017,"28,649,018"
Holy See,2016,"27,829,938"
Holy See,2015,"27,042,002"
Holy See,2010,"23,531,574"
Holy See,2019,"31,949,777"
Holy See,2018,"31,528,033"
Holy See,2017,"31,104,646"
Holy See,2016,"30,684,654"
Holy See,2015,"30,270,962"
Holy See,2010,"28,208,035"
Holy See,2005,"25,690,611"
Holy See,2019,"31,825,295"
Holy See,2018,"30,809,787"
Holy See,2017,"29,816,766"
Holy See,2016,"28,842,489"
Holy See,2015,"27,884,381"
Holy See,2010,"23,356,246"
Holy See,1960,"8,141,841"
Holy See,1955,"6,744,695"
Holy See,2010,"24,779,619"
Holy See,2005,"21,814,642"
Holy See,2000,"19,278,856"
Holy See,1995,"17,014,057"
Holy See,1990,"14,773,277"
Holy See,2020,"36,910,560"
Holy See,2019,"32,510,453"
